YTID, start_seconds, end_seconds, positive_labels
f-bwiGft1is, 27.0, 37.0, /m/02lkt,/m/04rlf,/m/07s72n
AqV7H0SMSto, 30.0, 40.0, /m/09x0r
zUFPZwltlQw, 160.0, 170.0, /m/0d31p
2_VO7vgrm6Q, 330.0, 340.0, /m/018vs,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y,/t/dd00125
C1tt_aeIAM8, 30.0, 40.0, /m/02qldy,/m/05zppz,/m/09x0r
ecQe4Vluwok, 30.0, 40.0, /m/04rlf
2S_b4_pTjZ8, 0.0, 7.0, /m/07qsvvw,/m/09x0r
1WnIHwZ-AFU, 30.0, 40.0, /m/04rlf
9wG6Eoli8gA, 30.0, 40.0, /m/09x0r
yr5r2rZxeqQ, 0.0, 10.0, /m/09x0r
H4r1o--xHvk, 0.0, 9.0, /m/09x0r
IfjE7zsYjFY, 30.0, 40.0, /m/04rlf
1VuuVXanT_k, 30.0, 40.0, /m/04rlf,/m/09x0r
euuBduNjZOw, 30.0, 40.0, /m/07r04,/m/07yv9,/m/0h9mv
EbW5gmhBdz8, 0.0, 10.0, /m/02rr_,/m/04rlf
zZlbD4_RJ_Q, 290.0, 300.0, /m/028ght,/m/04rlf
V1quRX2qynY, 20.0, 30.0, /m/04rlf,/m/09x0r
duVu8dVSgfk, 30.0, 40.0, /m/09x0r
FYt0IeZCvRA, 30.0, 40.0, /m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/0fx80y
SjKt5WF5eCw, 30.0, 40.0, /m/09x0r
oWdTY5gfG2E, 250.0, 260.0, /m/04rlf,/m/09x0r
GesutxgJyuU, 30.0, 40.0, /m/09x0r
ETFMu-tDiys, 30.0, 40.0, /m/01glhc,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
SQLx6lLiLNQ, 560.0, 570.0, /m/09x0r
epOyNbVFojQ, 16.0, 26.0, /m/09x0r
5jHEa0huiIU, 30.0, 40.0, /m/09x0r
dhTiWAPoxCo, 30.0, 40.0, /m/09x0r
p3BG0DPiN0U, 80.0, 90.0, /m/03qtwd,/m/04rlf
6uZxUhxs5zU, 90.0, 100.0, /m/025rv6n
8WA9NLhNPK0, 30.0, 40.0, /m/02rtxlg,/m/09x0r
2q6jETo23gE, 70.0, 80.0, /m/01xqw,/m/04rlf,/m/04szw,/m/05r5c,/m/07y_7,/m/0l14_3
JwdFEftLI7A, 30.0, 40.0, /m/04rlf
BeTKSqNzUVE, 10.0, 20.0, /m/07rqsjt
0vT8OtPhXTU, 30.0, 40.0, /m/012f08,/m/07yv9
JbuuG1yQR1g, 30.0, 40.0, /m/04rlf,/m/09x0r
mqaeaJs0poc, 0.0, 10.0, /m/07p9k1k,/m/0dxrf
2GIU4XTvkk4, 30.0, 40.0, /m/09x0r
W1ScPBuBLVs, 30.0, 40.0, /m/09x0r
76OgCNO6UWI, 30.0, 40.0, /m/09x0r
8oZAmuYlTqQ, 130.0, 140.0, /m/04rlf,/m/06cqb
vxagXgRmi5o, 80.0, 90.0, /m/015lz1,/m/0342h
l6ZsLPgvtV0, 30.0, 40.0, /m/04rlf,/m/07swgks
7_rydqqzNeQ, 30.0, 40.0, /m/04rlf,/m/05zppz,/m/09x0r
thM_WIlDNyE, 180.0, 190.0, /m/09x0r
_5bWcqDN1Ls, 30.0, 40.0, /m/09x0r
0gisQ83apGQ, 4.0, 14.0, /m/04rlf,/t/dd00005
-6UYO8jfqTM, 59.0, 69.0, /m/018vs,/m/04rlf
EeJ8uXrHtMo, 30.0, 40.0, /m/04rlf,/m/04szw,/m/0dwt5
y-UJi2JlFvw, 18.0, 28.0, /m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y,/m/0l14md
5W6gaberfmg, 13.0, 23.0, /m/09x0r
3XzSj-FXQjo, 10.0, 20.0, /t/dd00125
a8R0Z6buH4o, 30.0, 40.0, /m/09x0r
FeV2SYHHt9g, 10.0, 20.0, /m/0199g,/m/04rlf,/m/07yv9
96vB5wR_J4w, 290.0, 300.0, /m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c,/t/dd00048
eCuvK_6OjCU, 210.0, 220.0, /m/09x0r
BiWmcBX-4as, 30.0, 40.0, /m/04rlf,/t/dd00033
025yJx5emiE, 30.0, 40.0, /m/0l14md
5Ts8dJ--36I, 30.0, 40.0, /m/02qldy,/m/05zppz,/m/09x0r
G7RiPeUHLsg, 30.0, 40.0, /m/04rlf,/t/dd00033
Un1c_lQcQMY, 420.0, 430.0, /m/09x0r,/m/0ytgt,/t/dd00125
0bQYnfj_Mk0, 30.0, 40.0, /m/012f08,/m/07yv9,/m/0k4j,/t/dd00134
9utuBZL3cm8, 50.0, 60.0, /m/01hgjl,/m/04rlf
1hL-gd4BNwM, 30.0, 40.0, /m/04rlf
eu2fWLOhbOg, 30.0, 40.0, /m/09x0r
HEbTMnLmozc, 30.0, 40.0, /m/09x0r
pe8qXFGvYEs, 30.0, 40.0, /m/09x0r
ps-7xwDbn58, 30.0, 40.0, /m/04rlf,/m/0l14md
oRUuTGj6lJY, 10.0, 20.0, /m/04rlf
v24gz2Doqoo, 270.0, 280.0, /m/09x0r
_HRU97Q2GaU, 30.0, 40.0, /m/04rlf
AAPudN7vVUk, 30.0, 40.0, /m/025td0t,/m/04rlf
aH6415RZvBQ, 30.0, 40.0, /m/04rlf
pT5JE6HEshc, 110.0, 120.0, /m/026z9,/m/04rlf
6AuyVeq-WG8, 30.0, 40.0, /m/068hy,/m/07r_k2n,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk
QTvDf8bSJAg, 40.0, 50.0, /m/02p01q,/m/07pdjhy,/m/083vt
_Tco8RKZarA, 90.0, 100.0, /m/04rlf,/m/05lls
AJ5EhUVP19g, 10.0, 20.0, /m/03m9d0z,/t/dd00092
09w-ZFasRvE, 60.0, 70.0, /m/01h8n0,/m/09x0r
9hmzOz9tebI, 80.0, 90.0, /m/0342h,/m/042v_gx,/m/04rlf
Fh0spbGaGTg, 30.0, 40.0, /m/04rlf
1Evz0AZfGIQ, 30.0, 40.0, /m/04rlf
3oVlXg2j5mI, 200.0, 210.0, /m/02rr_,/m/02sgy
yJM5YyeFBbI, 40.0, 50.0, /m/04rlf
q507mrRlsoo, 310.0, 320.0, /m/07yv9,/m/09x0r,/m/0k4j,/t/dd00129
BXYUQPApj1Y, 30.0, 40.0, /m/04rlf,/m/09x0r
K3zKi2uzZ7Y, 220.0, 230.0, /m/018j2,/m/04rlf,/m/04szw,/m/0fx80y
jHqL2Oy-yJw, 30.0, 40.0, /m/04rlf
KwQSzLWU1K8, 30.0, 40.0, /m/0283d,/m/04rlf,/m/0glt670
MaA80f_JAGQ, 7.0, 17.0, /m/09x0r
GpOMBnXbFEs, 30.0, 40.0, /m/04rlf
jAigPciRvj8, 30.0, 40.0, /m/07pjwq1,/m/09x0r
GPdqDkWOy2c, 30.0, 40.0, /m/0342h,/m/042v_gx,/m/04rlf,/m/04szw
T-WumZYer18, 30.0, 40.0, /m/04rlf,/m/09x0r
tG6niYc8VC8, 30.0, 40.0, /m/04rlf,/m/09x0r
z5Wj5GOiJYg, 100.0, 110.0, /m/04rlf,/m/09x0r
94BzcLfHBCM, 30.0, 40.0, /m/012f08,/m/07yv9,/m/09x0r,/m/0k4j
p-7VW62qsOw, 210.0, 220.0, /m/026t6,/m/02hnl,/m/04rlf,/m/04szw
Vv-pFJEMzO0, 30.0, 40.0, /m/09x0r,/t/dd00129
PGqiVh8jBpE, 30.0, 40.0, /m/09x0r
vWrmyVgzbEE, 30.0, 40.0, /m/015p6,/m/0h0rv,/t/dd00125
OOnZwVX8eIc, 0.0, 10.0, /m/028v0c,/m/04rlf,/m/09x0r,/t/dd00127
8eHikuSZ7uk, 30.0, 40.0, /t/dd00128
p6Vnuc60hYw, 30.0, 40.0, /m/09x0r
_ztZT2BPON0, 60.0, 70.0, /m/09x0r,/t/dd00126
z05l13c109k, 23.0, 33.0, /m/0g6b5
zaIvq97EN3s, 30.0, 40.0, /m/09x0r
ZXCgEdpIuFU, 0.0, 10.0, /m/04rlf,/m/09x0r
4jKl9M9m_eY, 30.0, 40.0, /m/04rlf,/m/09x0r
4PA2uLm8ups, 30.0, 40.0, /m/0c1dj
5K3Y64pZKuA, 70.0, 80.0, /m/02fsn,/m/04rlf
SBQJx_CJtng, 200.0, 210.0, /m/02rr_,/m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/06by7,/m/0fx80y,/m/0l14_3
ZRH7AdPOHs4, 80.0, 90.0, /m/026z9,/m/04rlf
Nwx9fFZQteE, 30.0, 40.0, /m/04rlf,/m/07qlf79,/m/09x0r
rNhVAF9mIIU, 60.0, 70.0, /m/015lz1,/m/04rlf,/m/04szw,/m/05lls,/m/0ggq0m
7j4XOoeDVKY, 30.0, 40.0, /m/04rlf,/m/09x0r
LnqRAvOaRyI, 170.0, 180.0, /m/04rlf,/m/09x0r,/t/dd00126
VmyXtcajg4E, 30.0, 40.0, /m/09x0r
22b6SLUvGHk, 20.0, 30.0, /m/06_fw
kD1KgbMysdA, 30.0, 40.0, /m/09x0r
0l0I4K4hhAc, 40.0, 50.0, /m/015p6,/m/025rv6n,/m/09b5t,/m/09x0r
XuNIB0pl2rc, 30.0, 40.0, /m/04rlf
3G_BfC4nh1E, 260.0, 270.0, /m/09x0r,/t/dd00129
EUU6NOtXosI, 30.0, 40.0, /m/01jwx6
rs0MZw19R-o, 30.0, 40.0, /m/09x0r
nk5-5GKLmw0, 60.0, 70.0, /m/04rlf,/m/064t9
lf8KIem4uyg, 480.0, 490.0, /m/09x0r
wU9_uUHgIHc, 30.0, 40.0, /m/09x0r
33P_tpAJOSk, 220.0, 230.0, /m/04rlf,/m/09x0r,/t/dd00126,/t/dd00129
9KijH3QUg7w, 290.0, 300.0, /m/09x0r
Gu8d28G0r_4, 30.0, 40.0, /m/04rlf
DhcEJOd5DeU, 30.0, 40.0, /m/04rlf,/t/dd00033
D6lCUjOUx08, 30.0, 40.0, /m/04rlf,/m/09x0r
0LezpTtLGik, 10.0, 20.0, /m/012f08,/m/07rknqz,/m/07yv9,/m/0k4j,/t/dd00134
sPLoB3dhodY, 30.0, 40.0, /m/025rv6n,/m/07qn5dc,/m/07st89h,/m/09b5t
BGQN-L7Zn7U, 30.0, 40.0, /m/09x0r
mzEA55U4Q6E, 28.0, 38.0, /m/04rlf,/m/09x0r
Ob3i5h_hfL8, 50.0, 60.0, /t/dd00125
DWQhGikio4c, 70.0, 80.0, /m/026t6,/m/04rlf,/m/04szw
9lx3rmcNNz8, 30.0, 40.0, /m/09x0r
QONVbxGRsZU, 30.0, 40.0, /m/04rlf,/m/07pkxdp
9SlpnjnhqxM, 30.0, 40.0, /m/04rlf
2FkLo_rJAuc, 210.0, 220.0, /m/04rlf,/m/0dq0md
kaetlAmFLCs, 310.0, 320.0, /m/07k1x,/m/0_ksk
aJu5-jZfFbA, 30.0, 40.0, /m/04rlf,/m/09x0r
-13uB-qjOG8, 180.0, 190.0, /m/09x0r
PKVJjfZjfwk, 80.0, 90.0, /m/04rlf,/m/09x0r
xtFJ3vK8-so, 250.0, 260.0, /m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
-1A6sA-RffM, 30.0, 40.0, /m/09x0r
FytWVMa6T1Y, 26.0, 36.0, /m/09x0r
CtcQ_AijH5o, 30.0, 40.0, /m/09x0r
WioZMX0dhbg, 30.0, 40.0, /m/07r04,/m/07yv9,/m/0gvgw0
6H-A0gOPEGQ, 260.0, 270.0, /m/09x0r,/t/dd00125
yhvTOq5Plgw, 13.0, 23.0, /m/01bjv,/m/04rlf,/m/07yv9,/m/09x0r
ENDnsog51Ts, 30.0, 40.0, /m/09x0r
upBLRPnLgZo, 220.0, 230.0, /m/07pbtc8
VX6CXw2XZYw, 30.0, 40.0, /m/09x0r
vmr1Zl5Ez88, 340.0, 350.0, /m/09x0r,/t/dd00129
HOtX1ARdpOE, 110.0, 120.0, /m/09x0r
KMXa8d-VJM0, 30.0, 40.0, /m/04rlf
kYsyU7QTuvA, 180.0, 190.0, /m/018w8,/m/04rlf,/m/09x0r
k6SbycS7C0I, 10.0, 20.0, /m/04rlf,/t/dd00125
1FvRZE-Ctu4, 30.0, 40.0, /m/04rlf,/m/09x0r
MTGP1AAjb7o, 100.0, 110.0, /m/02y_763,/m/09x0r
ZdhfKEE9D9Y, 340.0, 350.0, /m/04rlf,/m/07qnq_y
dlvzsMpYFKE, 30.0, 40.0, /m/09x0r
UXCPyVtGHlM, 27.0, 37.0, /m/04rlf
P-mpWZQNaSY, 30.0, 40.0, /m/04rlf
VCUWnLuSdOs, 30.0, 40.0, /m/04rlf
awnkrZfVSu0, 20.0, 30.0, /m/01x3z
KNmTG-v47Qg, 490.0, 500.0, /m/09x0r
ATvVtdi83Bc, 0.0, 10.0, /m/01jnbd,/m/02rr_,/m/0342h,/m/04rlf,/m/09x0r
WDb8rWXlseM, 30.0, 40.0, /m/06h7j,/m/09x0r,/t/dd00128
42CxUfllO7A, 30.0, 40.0, /m/07pdjhy
4XKj5De_M5I, 30.0, 40.0, /m/09x0r
6484U2P5rJI, 30.0, 40.0, /m/02lkt,/m/04rlf,/m/07s72n
rB3CgEnxnYY, 30.0, 40.0, /m/09x0r
-gYyeAqkiVg, 30.0, 40.0, /m/07yv9,/m/09x0r
DkplKmRaaw0, 30.0, 40.0, /m/025rv6n,/m/07st89h,/m/09b5t
EyokcKrCrhQ, 10.0, 20.0, /m/015lz1
A7zwR8YzjFc, 30.0, 40.0, /m/02x984l
zPAD1cAWHlE, 60.0, 70.0, /m/07yv9
FDPXgD-sGZ0, 230.0, 240.0, /m/09x0r
eYQmIiSHH5k, 30.0, 40.0, /m/07yv9,/m/09x0r
1LbyBPBDsJM, 30.0, 40.0, /m/04rlf,/m/06j6l
WYT-GRySm00, 200.0, 210.0, /m/04brg2
QLwfH1z8kqs, 30.0, 40.0, /m/04rlf
FjzmsRDdFCc, 8.0, 18.0, /m/04rlf,/m/09x0r
1_678qrhOD0, 60.0, 70.0, /t/dd00125
9ytxZGxkcOE, 30.0, 40.0, /m/09x0r,/t/dd00129
iafnZLwuZuc, 30.0, 40.0, /m/04rlf,/m/09x0r
L57NA5sGiTU, 190.0, 200.0, /m/07pqc89
6kD2g6UGREI, 190.0, 200.0, /m/01h8n0,/m/05zppz,/m/09x0r
_NEMrJFkjVU, 10.0, 20.0, /m/02dgv
K-skCOpDzEg, 30.0, 40.0, /m/04rlf
r8yOGLD4PLU, 30.0, 40.0, /m/04rlf,/m/05fw6t
BE-Gu_HwHEY, 30.0, 40.0, /m/09x0r
ulpSE10xV5Y, 18.0, 28.0, /m/09x0r
TBBEb0LYOnM, 5.0, 15.0, /m/04rlf,/m/0c1dj
-RipGeJFSY4, 30.0, 40.0, /m/04rlf,/m/09x0r
3n3XCUAv3yc, 30.0, 40.0, /m/09x0r
pzDPwWLs9Z8, 30.0, 40.0, /m/04rlf
LKE48_NaqTk, 40.0, 50.0, /m/018j2,/m/01lyv,/m/04rlf
BrH-NJpiTOo, 90.0, 100.0, /m/015p6,/m/025rv6n,/m/09b5t,/m/09x0r
rLz0RrbkOAE, 90.0, 100.0, /m/06bz3,/m/09x0r
gl3PnFHqJUA, 90.0, 100.0, /m/02rlv9
iZ9sall5EBM, 30.0, 40.0, /m/04229
9QqK3ppBsPk, 180.0, 190.0, /m/015vgc
ndM54M0IhuQ, 20.0, 30.0, /m/085jw,/m/0l14l2
nGb-w3L9QX4, 30.0, 40.0, /m/01j3sz,/m/09x0r,/t/dd00001
jl0vCSNlUrM, 30.0, 40.0, /m/04rlf
OWA8Z-GIcBE, 50.0, 60.0, /m/09ct_,/t/dd00125
Iak8ZYFpf5U, 30.0, 40.0, /m/05zppz,/m/09x0r
rWav65mGoUU, 1.0, 11.0, /m/09x0r
0gTQhVzM8gw, 140.0, 150.0, /m/04rlf
MXSCMDdFkw4, 30.0, 40.0, /m/04rlf,/m/07lnk
Jwtpmi7tLdo, 30.0, 40.0, /m/09x0r
UjS-o1lrevU, 30.0, 40.0, /m/09x0r
13T9YnM1UGE, 30.0, 40.0, /m/09x0r
254_0-NX4bQ, 30.0, 40.0, /m/04rlf,/m/09x0r
mi4Cydyi0IQ, 50.0, 60.0, /m/015lz1,/m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
c2EffWWVTtA, 30.0, 40.0, /m/09x0r
3CaMVPv0FFM, 10.0, 20.0, /m/012f08,/m/07yv9,/m/0k4j
xnhpoTPvlHw, 0.0, 10.0, /m/01v1d8,/m/04rlf,/m/09x0r
ypvJYPRHKj8, 30.0, 40.0, /m/04rlf,/m/0l14md
-fGf-Pc7exY, 0.0, 7.0, /m/025td0t,/m/04rlf
GGB8iy9-dTc, 20.0, 30.0, /m/07r10fb
nGLFHj2mM-o, 30.0, 40.0, /m/04rlf,/m/09x0r
sS5UCkevbqQ, 30.0, 40.0, /m/04rlf,/m/07y_7
NRGbur7HABA, 30.0, 40.0, /m/04rlf,/m/04szw,/m/07y_7
8wnDlhCZeIE, 30.0, 40.0, /m/09x0r
vOYZrQCwzf4, 30.0, 40.0, /m/09x0r
P_gYhU4zlXQ, 30.0, 40.0, /m/04rlf,/m/09x0r
1HS5zJOuxtw, 60.0, 70.0, /m/0mbct
0V3FPaGM7u8, 30.0, 40.0, /m/02lkt,/m/04rlf,/m/07gxw
nzOaIOCswMs, 30.0, 40.0, /m/04rlf,/m/09x0r
37dSo5uh6S4, 30.0, 40.0, /m/07y_7,/m/0l14_3
Lk5Ecdv9_TQ, 100.0, 110.0, /m/09x0r
PDPlr_3G09A, 30.0, 40.0, /m/02lkt,/m/04rlf,/m/07gxw
2EwdK7ymsDM, 20.0, 30.0, /m/02fs_r,/m/09x0r
NIXBgYh86Io, 90.0, 100.0, /m/026t6,/m/04rlf,/m/09x0r,/m/0g293,/m/0l156b
-ZfSh9wssQ4, 30.0, 40.0, /m/01z7dr,/m/04rlf
llP07BYnrao, 30.0, 40.0, /m/09x0r
zayOtOvUl_I, 210.0, 220.0, /m/0342h,/m/04rlf,/m/04szw,/m/0fx80y
VAt6b7dnLSo, 100.0, 110.0, /m/01g50p,/m/06d_3,/m/07jdr,/m/07yv9
VlSFKlh0CJw, 140.0, 150.0, /m/07r04,/m/07yv9
FWJ3BThvI_A, 30.0, 40.0, /m/04rlf,/m/09x0r
6pXPsY2T_D8, 30.0, 40.0, /m/04rlf,/m/09x0r
3qguitogeMA, 30.0, 40.0, /m/02sgy,/m/0342h,/m/04rlf,/m/04szw,/m/07s0s5r,/m/09x0r,/m/0fx80y
1Jlv-arKDtI, 30.0, 40.0, /m/04rlf,/m/09x0r,/m/0l14gg
vdpBEu95S7A, 60.0, 70.0, /m/0283d,/m/04rlf
J6_m3Hwx7Qs, 30.0, 40.0, /m/05tny_,/m/068hy,/m/07rc7d9,/m/09x0r,/m/0bt9lr,/m/0jbk
-ROt2go3ALY, 10.0, 20.0, /m/01yg9g,/m/07yv9
j-sc__lABS0, 80.0, 90.0, /m/04rlf
rkE4OiwMloQ, 0.0, 10.0, /m/04rlf,/m/09x0r,/t/dd00125
04DeW1O4fm4, 30.0, 40.0, /m/02zsn,/m/09x0r
UIwP3uzC5YU, 40.0, 50.0, /m/09x0r
MxJBzim1EdQ, 210.0, 220.0, /m/04rlf,/m/04szw
5VjeH1x8HGE, 30.0, 40.0, /m/04rlf,/m/09x0r
b_Sy5ANHhMg, 200.0, 210.0, /m/04rlf
EqAF6BOsB2w, 140.0, 150.0, /m/04rlf
-jlmQeHPsAA, 100.0, 110.0, /m/04rlf,/m/04szw,/m/05148p4,/m/05r5c
H6LmAM6Dqa8, 30.0, 40.0, /m/04rlf
ZxtUCcM3DYE, 210.0, 220.0, /m/01qbl,/m/03qtq,/m/04rlf
MdUq4JoktEo, 30.0, 40.0, /m/09x0r
cNscdOCVKr4, 30.0, 40.0, /m/09x0r
S37tG_BsI9c, 30.0, 40.0, /m/09x0r,/t/dd00129
2FTpgg_3yh8, 150.0, 160.0, /m/03k3r,/m/09x0r,/m/0jbk
P-mCBhYa1vk, 100.0, 110.0, /m/025td0t,/m/04rlf
jA0Czhxq1zo, 20.0, 30.0, /m/0dwsp,/m/0dwtp,/m/0f8s22,/m/0j45pbj
EYF0dF-Q-Yc, 200.0, 210.0, /m/09x0r
YH0jwDL58zk, 30.0, 40.0, /m/04rlf,/m/07s72n
1jAzUUVsWpA, 110.0, 120.0, /m/04rlf
qYLII6WEvqU, 30.0, 40.0, /m/04rlf,/m/09x0r
33hzEWQTNd4, 30.0, 40.0, /m/09x0r
CkAUykhoWDA, 30.0, 40.0, /m/04rlf
wZJzFDYrzY0, 30.0, 40.0, /m/09x0r
0JItUCWbwQk, 30.0, 40.0, /m/04rlf,/m/09x0r,/t/dd00004
PZ7zhUbBvBs, 30.0, 40.0, /m/09x0r
txaytWFM4co, 30.0, 40.0, /m/09x0r
AVG3COx2Yc4, 30.0, 40.0, /m/04rlf
iKOK58t6_4E, 100.0, 110.0, /m/04qvtq
ls3SPuTIFHU, 30.0, 40.0, /m/04rlf
5K_1FOdLAqM, 30.0, 40.0, /m/04rlf,/m/09x0r
upzaEtFRG-U, 30.0, 40.0, /m/04rlf,/m/09x0r
SqbOrcLRMKk, 30.0, 40.0, /m/09x0r
5PUVmFR52pw, 160.0, 170.0, /m/04rlf,/m/04szw,/m/05r5c,/t/dd00125
01y6MPCorX0, 30.0, 40.0, /m/04rlf
2SJKgsc4Zls, 19.0, 29.0, /m/09x0r,/m/0chx_
2_5X-iXY7xo, 30.0, 40.0, /m/01h8n0,/m/02zsn,/m/05zppz,/m/09x0r
3ZiybzcYAe0, 30.0, 40.0, /m/068hy,/m/07rc7d9,/m/0bt9lr,/m/0jbk,/t/dd00136
9lJ9L6z9Fxo, 30.0, 40.0, /m/09x0r
nLlaCZulBlg, 30.0, 40.0, /m/04rlf
XTrFOdmMZ_A, 50.0, 60.0, /m/04rlf,/m/09x0r
Ckgmv6XZ3qs, 40.0, 50.0, /m/09x0r,/t/dd00125
dQDIKplhYYo, 60.0, 70.0, /m/01d3sd
RrWfFjZoaDU, 70.0, 80.0, /m/09x0r
euVRdstDHuU, 130.0, 140.0, /m/01j3sz,/m/09x0r
Q0cVjX-vr-I, 20.0, 30.0, /m/0145m,/m/02lkt,/m/02x8m,/m/03mb9,/m/04rlf
S8RG1_bLziY, 30.0, 40.0, /m/02lkt,/m/04rlf,/m/07s72n
R3uoQk71wH4, 30.0, 40.0, /m/01j4z9,/m/07k1x,/m/083vt
FrxwfOoIuMg, 30.0, 40.0, /m/09x0r,/t/dd00129
CwzsCDijX0Q, 180.0, 190.0, /m/09x0r
0KPYV6yk_DU, 30.0, 40.0, /m/04rlf
EzY5g4V73WI, 30.0, 40.0, /m/02qldy,/m/05zppz,/m/09x0r
VVgW98XqwtY, 30.0, 40.0, /m/04rlf,/m/09x0r
JvIvuuLBbf0, 30.0, 40.0, /m/015p6,/m/0h0rv,/t/dd00129
s1ogDlgDny4, 0.0, 10.0, /m/02lkt,/m/04rlf,/m/08cyft
GLhxJ1KWZAc, 0.0, 10.0, /m/09x0r
FmvqTQ57LP0, 0.0, 10.0, /m/012f08,/m/07yv9,/m/0btp2,/m/0k4j
sszht80VTSI, 10.0, 20.0, /m/04rlf,/m/09x0r
bw2bDuWO4o0, 220.0, 230.0, /m/01g50p,/m/06d_3,/m/07jdr,/m/07rwm0c
RBTU2FUygKk, 30.0, 40.0, /m/09x0r,/t/dd00134
rnIwPzPkuLM, 100.0, 110.0, /m/01j3sz,/m/09x0r
9diUNFXmFZE, 30.0, 40.0, /m/09x0r
D2f5yYHQyvA, 30.0, 40.0, /m/09x0r,/t/dd00128
6xreaVrFwas, 180.0, 190.0, /m/09x0r
XsHAcR0IIXw, 30.0, 40.0, /m/09x0r
pnFAy6tl4yI, 30.0, 40.0, /m/04rlf,/m/09x0r
smqMRkLBLw4, 22.0, 32.0, /m/09x0r
CUm_9iVHxYo, 280.0, 290.0, /m/09x0r
87jS1z2IX4I, 30.0, 40.0, /m/09x0r
fpKqx9DDjSE, 130.0, 140.0, /m/01hgjl,/m/02lkt,/m/04rlf
qSNn5dE1bvM, 30.0, 40.0, /m/09x0r
qifvscY2Gok, 50.0, 60.0, /m/04rlf,/m/04szw,/m/085jw,/m/0l14j_
Stxpo4CdE_Y, 30.0, 40.0, /m/09x0r
XcbI8ndI2Mk, 0.0, 4.0, /m/019jd
-RtF78mAtJA, 30.0, 40.0, /m/04rlf
QDmAiUJg01w, 30.0, 40.0, /m/01c194
Ruuh--3WgzU, 110.0, 120.0, /m/04rlf,/t/dd00031
FQQDoqDS2mw, 320.0, 330.0, /m/09x0r
lgmfmxkyVKI, 80.0, 90.0, /m/01sm1g,/m/026t6,/m/04rlf,/m/04szw,/m/09x0r,/t/dd00126
rNnUUvvT4d8, 30.0, 40.0, /m/04rlf
FxJDr1Vn4o0, 30.0, 40.0, /m/04rlf,/m/09x0r
EcOWoz7PTNA, 30.0, 40.0, /m/04rlf
kg_x0gUDE24, 30.0, 40.0, /m/07qcpgn,/m/09x0r
osYgc4UFEdQ, 30.0, 40.0, /m/04rlf
-EZl97Eg87w, 30.0, 40.0, /m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y
Qs3cdLVOBPk, 30.0, 40.0, /m/07szfh9,/m/09x0r
ATLnJVyiBNc, 30.0, 40.0, /m/0145m,/m/0164x2,/m/04rlf
1pwE2BdtWiw, 4.0, 14.0, /m/07pxg6y
BxyyRwqvQvk, 30.0, 40.0, /m/09x0r
B1mE9RTkYJo, 80.0, 90.0, /m/09x0r
6osjwPUPrIA, 40.0, 50.0, /t/dd00005
hzpSwMegrjk, 400.0, 410.0, /m/09x0r
IDR1KQ9sJZ0, 110.0, 120.0, /m/07pbtc8,/m/09x0r
zfSsSPU98tM, 10.0, 20.0, /m/07q2z82,/m/07yv9,/m/0k4j,/t/dd00066,/t/dd00128
9lGI0JxB5eo, 190.0, 200.0, /m/026t6,/m/02hnl,/m/03lty,/m/04rlf,/m/04szw,/m/06by7,/m/06rvn
eSWk1tYEtt4, 270.0, 280.0, /m/02mscn,/m/04rlf,/m/07pkxdp
CTYTJD9u0zM, 30.0, 40.0, /m/04rlf,/m/04szw,/m/07y_7
0MwNXylLbkA, 30.0, 40.0, /m/09x0r
fF1QgS4ke_g, 30.0, 40.0, /m/04rlf,/m/07xzm,/t/dd00125
WIJPcdVQB8g, 90.0, 100.0, /m/019jd,/m/02rlv9,/m/07yv9
4tFotISNmGY, 110.0, 120.0, /m/07q2z82,/m/07yv9,/t/dd00065
pluVLNHs7UY, 10.0, 20.0, /m/09x0r,/t/dd00129
-svK5TiRsEE, 2.0, 12.0, /m/09x0r
ThlOn8IbIEM, 320.0, 330.0, /m/015lz1,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/0fx80y
tWtOilZX3mg, 130.0, 140.0, /m/09x0r,/t/dd00125
etCIa0F88dw, 110.0, 120.0, /m/0342h,/m/04rlf,/m/04szw,/m/09x0r,/m/0fx80y,/t/dd00125
ADzh5I4h2TI, 30.0, 40.0, /m/04rlf,/m/09x0r
esCfEyO_Vpc, 30.0, 40.0, /m/09x0r
8MjzSi7eJkg, 30.0, 40.0, /m/02zsn,/m/09x0r
U5dXuSo1yzM, 50.0, 60.0, /m/0342h,/m/04rlf,/m/04szw,/m/06w87
8Nfhcud5BXE, 30.0, 40.0, /m/04rlf
A1hTaUV4pJA, 30.0, 40.0, /m/09x0r
vbH-hCQDzp4, 1.0, 11.0, /m/04rlf
mNW9xw44YN8, 30.0, 40.0, /m/019jd,/m/04rlf,/m/09x0r
T_nPF50K6yY, 30.0, 40.0, /m/09x0r
